Date,Max Air Temp 24hr,Total Snowfall 24hr,Delta SWE 24hr,Min Temp Diff 48hr
2022-11-01,33.166666666666664,2.3333333333333335,0.3333333333333333,-3.266666666666667
2022-11-02,30.333333333333332,-0.6666666666666666,0.06666666666666667,-4.2
2022-11-03,27.166666666666668,0.3333333333333333,-0.19999999999999998,-0.5333333333333333
2022-11-04,37.199999999999996,2.0,0.43333333333333335,4.133333333333334
2022-11-05,30.26666666666667,9.666666666666666,1.5999999999999999,-4.033333333333333
2022-11-06,25.3,1.6666666666666667,0.3,-0.6666666666666666
2022-11-07,29.066666666666666,3.6666666666666665,0.3333333333333333,-0.5666666666666668
2022-11-08,26.766666666666666,2.0,0.3,-1.6666666666666667
2022-11-09,30.2,-3.0,-0.06666666666666667,-0.8666666666666667
2022-11-10,32.1,-2.3333333333333335,0.0,0.5333333333333332
2022-11-11,23.066666666666666,-0.3333333333333333,0.03333333333333333,0.30000000000000004
2022-11-12,33.333333333333336,0.0,0.0,1.8
2022-11-13,33.7,-0.6666666666666666,0.10000000000000002,5.966666666666666
2022-11-14,35.666666666666664,-0.6666666666666666,0.09999999999999999,-0.5333333333333332
2022-11-15,39.699999999999996,-0.6666666666666666,0.03333333333333333,1.3
2022-11-16,40.23333333333333,-0.3333333333333333,0.03333333333333333,-3.233333333333333
2022-11-17,28.166666666666668,-0.6666666666666666,0.0,-6.266666666666666
2022-11-18,32.36666666666667,0.0,-0.16666666666666666,-0.03333333333333336
2022-11-19,33.06666666666667,-0.3333333333333333,0.06666666666666667,3.9333333333333336
2022-11-20,33.43333333333333,0.0,0.10000000000000002,0.6666666666666666
2022-11-21,34.800000000000004,0.0,0.06666666666666667,4.866666666666666
2022-11-22,32.766666666666666,-0.6666666666666666,-0.03333333333333333,-5.866666666666667
2022-11-23,37.166666666666664,4.333333333333333,0.5666666666666668,7.766666666666667
2022-11-24,35.300000000000004,0.0,0.06666666666666667,-1.2666666666666668
2022-11-25,42.0,-0.6666666666666666,0.06666666666666667,-1.5666666666666664
2022-11-26,30.733333333333334,-0.6666666666666666,0.10000000000000002,-0.20000000000000004
2022-11-27,30.53333333333333,0.3333333333333333,0.2333333333333333,-6.3999999999999995
2022-11-28,20.766666666666666,6.333333333333333,0.5,-15.5
2022-11-29,11.466666666666667,0.0,-0.10000000000000002,-0.2666666666666667
2022-11-30,21.733333333333334,5.0,0.5666666666666667,7.466666666666666
2022-12-01,22.2,8.333333333333334,0.9333333333333332,-1.9666666666666668
2022-12-02,16.566666666666666,-3.0,-0.13333333333333333,0.8999999999999999
2022-12-03,26.399999999999995,0.0,0.13333333333333333,2.2666666666666666
2022-12-04,30.666666666666668,-0.6666666666666666,0.2333333333333333,3.4
2022-12-05,27.5,-0.6666666666666666,0.16666666666666666,1.7666666666666666
2022-12-06,25.900000000000002,-1.3333333333333333,0.06666666666666667,5.033333333333333
2022-12-07,29.066666666666666,0.3333333333333333,0.13333333333333333,-7.133333333333333
2022-12-08,21.8,-0.6666666666666666,-0.06666666666666667,-0.3
2022-12-09,22.133333333333336,2.0,0.4666666666666666,1.2000000000000002
2022-12-10,26.666666666666668,3.0,0.26666666666666666,4.533333333333334
2022-12-11,35.96666666666667,5.0,0.7999999999999999,4.133333333333334
2022-12-12,29.433333333333334,-2.3333333333333335,0.0,-4.066666666666666
2022-12-13,34.766666666666666,-0.6666666666666666,-0.03333333333333333,2.066666666666667
2022-12-14,30.2,-0.3333333333333333,0.10000000000000002,-0.8666666666666667
2022-12-15,30.96666666666667,-0.3333333333333333,-0.06666666666666667,-0.8333333333333335
2022-12-16,35.300000000000004,-1.0,0.06666666666666667,0.7333333333333334
2022-12-17,30.26666666666667,-0.3333333333333333,0.03333333333333333,-0.06666666666666667
2022-12-18,21.766666666666666,-0.6666666666666666,0.0,-16.3
2022-12-19,11.5,4.666666666666667,0.3,-2.766666666666667
2022-12-20,18.066666666666666,-0.3333333333333333,0.06666666666666667,-0.5333333333333333
2022-12-21,5.6000000000000005,11.0,1.1333333333333333,-12.866666666666667
2022-12-22,-3.4333333333333336,-3.0,-0.26666666666666666,-0.6999999999999998
2022-12-23,14.933333333333332,-2.0,0.10000000000000002,5.033333333333333
2022-12-24,34.1,3.0,1.3333333333333333,16.733333333333334
2022-12-25,35.9,4.666666666666667,2.1666666666666665,18.033333333333335
2022-12-26,35.63333333333333,-2.3333333333333335,0.6666666666666666,0.1666666666666666
2022-12-27,31.766666666666666,5.0,1.1666666666666667,2.7755575615628914e-17
2022-12-28,30.100000000000005,2.6666666666666665,0.5333333333333333,-7.8
2022-12-29,24.733333333333334,-1.6666666666666667,-0.03333333333333333,-0.5
2022-12-30,28.900000000000002,0.0,0.13333333333333333,2.766666666666667
2022-12-31,34.3,5.0,0.7000000000000001,6.3
2023-01-01,34.833333333333336,0.0,0.2333333333333333,-6.0
2023-01-02,22.2,-2.3333333333333335,-0.06666666666666667,-3.6
2023-01-03,23.8,-1.3333333333333333,0.03333333333333333,-0.9
2023-01-04,25.900000000000002,-1.0,0.0,1.0
2023-01-05,28.400000000000002,-0.6666666666666666,0.2333333333333333,7.533333333333334
2023-01-06,32.199999999999996,0.0,0.2333333333333333,1.0
2023-01-07,29.666666666666668,0.3333333333333333,0.20000000000000004,0.7000000000000001
2023-01-08,30.2,2.3333333333333335,0.43333333333333335,-0.13333333333333328
2023-01-09,29.666666666666668,0.6666666666666666,0.3333333333333333,-2.9333333333333336
2023-01-10,31.766666666666666,2.3333333333333335,0.3,0.7333333333333334
2023-01-11,29.8,0.6666666666666666,0.20000000000000004,-0.5
2023-01-12,30.666666666666668,-0.6666666666666666,0.10000000000000002,3.1999999999999997
2023-01-13,33.800000000000004,5.0,1.4000000000000001,2.6999999999999997
2023-01-14,34.833333333333336,1.3333333333333333,0.5333333333333333,-0.23333333333333336
2023-01-15,33.9,-1.6666666666666667,0.19999999999999998,-1.0
2023-01-16,33.13333333333333,-0.3333333333333333,0.23333333333333336,-4.366666666666666
2023-01-17,34.5,-1.3333333333333333,-0.03333333333333333,-0.6333333333333334
2023-01-18,27.8,-0.6666666666666666,0.10000000000000002,-0.5333333333333333
2023-01-19,29.0,3.0,0.39999999999999997,-3.466666666666667
2023-01-20,33.36666666666667,-0.6666666666666666,0.0,0.2333333333333333
2023-01-21,26.233333333333334,-1.0,0.06666666666666667,-2.566666666666667
2023-01-22,27.633333333333336,0.6666666666666666,0.13333333333333333,2.9
2023-01-23,31.3,-0.6666666666666666,0.06666666666666667,1.5666666666666667
2023-01-24,31.233333333333334,-0.3333333333333333,0.06666666666666667,3.9000000000000004
2023-01-25,39.699999999999996,0.3333333333333333,0.20000000000000004,1.8333333333333333
2023-01-26,36.43333333333334,-1.6666666666666667,0.13333333333333333,1.5666666666666667
2023-01-27,34.96666666666667,-1.0,0.19999999999999998,-2.6666666666666665
2023-01-28,27.933333333333337,0.6666666666666666,0.16666666666666666,-16.933333333333334
2023-01-29,15.466666666666669,0.0,-0.13333333333333333,-6.066666666666666
2023-01-30,24.766666666666666,0.0,-0.03333333333333333,3.533333333333333
2023-01-31,27.166666666666668,-0.6666666666666666,0.16666666666666666,10.533333333333333
2023-02-01,34.233333333333334,0.3333333333333333,0.16666666666666666,4.533333333333333
2023-02-02,33.333333333333336,-0.3333333333333333,-0.03333333333333333,-1.3666666666666665
2023-02-03,31.03333333333333,-1.3333333333333333,0.0,-0.4666666666666666
2023-02-04,33.63333333333333,5.0,0.39999999999999997,6.066666666666666
2023-02-05,33.5,-1.6666666666666667,0.26666666666666666,1.2333333333333334
2023-02-06,34.333333333333336,0.6666666666666666,0.0,0.13333333333333333
2023-02-07,32.6,0.3333333333333333,0.16666666666666666,-3.6333333333333333
2023-02-08,29.266666666666666,8.333333333333334,1.2,-3.6333333333333333
2023-02-09,27.566666666666666,0.0,0.2333333333333333,1.7
2023-02-10,35.56666666666666,-1.0,0.13333333333333333,0.7666666666666666
2023-02-11,33.300000000000004,-0.3333333333333333,0.23333333333333336,-0.9
2023-02-12,38.03333333333333,-1.6666666666666667,0.10000000000000002,5.566666666666666
2023-02-13,33.5,-1.6666666666666667,0.5666666666666668,-7.3999999999999995
2023-02-14,28.700000000000003,1.6666666666666667,0.3333333333333333,-3.5
2023-02-15,28.46666666666667,-1.3333333333333333,-0.03333333333333333,-1.1666666666666667
2023-02-16,33.06666666666667,-1.6666666666666667,0.03333333333333333,3.1999999999999997
2023-02-17,32.86666666666667,-0.3333333333333333,0.10000000000000002,4.833333333333333
2023-02-18,33.13333333333333,0.6666666666666666,0.19999999999999998,0.5
2023-02-19,30.233333333333334,0.0,0.16666666666666666,1.0999999999999999
2023-02-20,34.03333333333333,4.666666666666667,0.9333333333333332,1.1333333333333335
2023-02-21,27.8,5.0,1.1,-15.433333333333332
2023-02-22,16.766666666666666,-0.3333333333333333,0.0,-5.533333333333334
2023-02-23,11.300000000000002,-1.0,-0.03333333333333333,-6.066666666666666
2023-02-24,20.533333333333335,-0.6666666666666666,-0.13333333333333333,-3.1666666666666665
2023-02-25,25.2,-1.0,0.09999999999999999,14.733333333333334
2023-02-26,23.666666666666668,0.3333333333333333,0.13333333333333333,2.533333333333333
2023-02-27,19.633333333333333,4.666666666666667,0.4000000000000001,-1.0666666666666667
2023-02-28,29.066666666666666,-1.0,0.13333333333333333,0.9666666666666667
2023-03-01,24.433333333333334,-1.0,-0.10000000000000002,1.3666666666666665
2023-03-02,26.233333333333334,-0.3333333333333333,0.10000000000000002,4.166666666666667
2023-03-03,25.866666666666664,6.666666666666667,0.6666666666666666,-0.4666666666666666
