Date,Snow Water Equivalent (in),Snow Depth (in),Precipitation Accumulation (in),Air Temperature Observed (degF),Elevation (ft)
2022-11-01 00:00,0.43571428571428567,0.7142857142857143,5.0928571428571425,34.65714285714286,4096.428571428572
2022-11-01 01:00,0.42142857142857143,-0.16666666666666666,5.1,34.51428571428571,4096.428571428572
2022-11-01 02:00,0.4428571428571429,-0.5454545454545454,5.114285714285714,34.292857142857144,4096.428571428572
2022-11-01 03:00,0.45,-0.8181818181818182,5.142857142857143,34.114285714285714,4096.428571428572
2022-11-01 04:00,0.45,-0.7272727272727273,5.1499999999999995,33.73571428571429,4096.428571428572
2022-11-01 05:00,0.43571428571428567,-0.3333333333333333,5.1499999999999995,33.47857142857143,4096.428571428572
2022-11-01 06:00,0.42857142857142855,-0.7272727272727273,5.1571428571428575,33.16428571428572,4096.428571428572
2022-11-01 07:00,0.42857142857142855,-0.6363636363636364,5.1499999999999995,33.0,4096.428571428572
2022-11-01 08:00,0.42857142857142855,-0.6363636363636364,5.1499999999999995,33.07142857142857,4096.428571428572
2022-11-01 09:00,0.42857142857142855,-0.9090909090909091,5.1499999999999995,33.43571428571429,4096.428571428572
2022-11-01 10:00,0.4428571428571429,-0.7272727272727273,5.164285714285714,34.07142857142857,4096.428571428572
2022-11-01 11:00,0.4571428571428572,-0.45454545454545453,5.178571428571429,34.82857142857143,4096.428571428572
2022-11-01 12:00,0.4428571428571429,-0.3333333333333333,5.178571428571429,34.714285714285715,4096.428571428572
2022-11-01 13:00,0.45,-0.25,5.178571428571429,34.80714285714286,4096.428571428572
2022-11-01 14:00,0.4571428571428572,0.0,5.192857142857143,34.628571428571426,4096.428571428572
2022-11-01 15:00,0.4642857142857143,0.3333333333333333,5.192857142857143,34.08571428571428,4096.428571428572
2022-11-01 16:00,0.4714285714285715,0.15384615384615385,5.2,33.628571428571426,4096.428571428572
2022-11-01 17:00,0.4571428571428572,0.15384615384615385,5.192857142857143,32.93571428571429,4096.428571428572
2022-11-01 18:00,0.4428571428571429,-0.16666666666666666,5.192857142857143,32.35,4096.428571428572
2022-11-01 19:00,0.42142857142857143,-0.08333333333333333,5.2,31.87142857142857,4096.428571428572
2022-11-01 20:00,0.42142857142857143,-0.08333333333333333,5.178571428571429,31.607142857142858,4096.428571428572
